Date,Temperature,Humidity,Precipitation,WindSpeed,SolarRadiation,SoilMoisture,WeatherDescription
2022-09-14,17.1,80.69,1.73,8.77,114.91,5.64,Ventoso
2022-09-15,19.15,78.74,0.54,1.72,721.04,7.6,Sereno
2022-09-16,13.31,76.08,0.18,6.63,374.06,17.67,Sereno
2022-09-17,14.62,72.42,0.91,9.99,664.55,15.77,Ventoso
2022-09-18,15.64,64.55,1.66,0.83,242.76,10.61,Sereno
2022-09-19,16.27,73.53,1.56,5.28,687.67,17.95,Sereno
2022-09-20,10.49,54.29,1.87,1.72,729.07,11.8,Sereno
2022-09-21,11.52,59.67,1.26,6.87,177.14,18.08,Sereno
2022-09-22,11.57,56.89,0.57,4.11,322.4,5.2,Sereno
2022-09-23,13.65,89.97,0.86,1.91,665.49,17.17,Sereno
2022-09-24,13.49,54.82,1.55,9.08,677.95,11.17,Ventoso
2022-09-25,13.48,52.11,1.44,6.7,640.78,18.84,Sereno
2022-09-26,17.59,64.11,1.03,0.94,229.31,15.44,Sereno
2022-09-27,11.01,70.56,0.64,6.47,171.56,8.67,Sereno
2022-09-28,19.79,86.28,1.25,0.55,687.28,11.41,Sereno
2022-09-29,14.23,58.42,1.28,8.39,752.34,7.42,Ventoso
2022-09-30,16.4,70.49,1.41,8.81,602.94,7.91,Ventoso
2022-10-01,12.84,65.69,4.52,4.26,298.15,19.95,Possibile pioggia
2022-10-02,13.86,68.55,5.79,5.64,221.36,31.16,Possibile pioggia
2022-10-03,19.83,52.05,6.45,5.89,131.58,25.43,Possibile pioggia
2022-10-04,18.88,85.59,1.55,3.14,250.44,49.03,Sereno
2022-10-05,10.6,66.03,1.03,8.89,229.2,36.61,Ventoso
2022-10-06,12.07,51.14,8.15,7.23,91.5,10.75,Forte pioggia
2022-10-07,16.11,52.75,1.13,1.06,64.73,19.2,Sereno
2022-10-08,10.91,58.99,6.91,6.35,246.76,27.44,Possibile pioggia
2022-10-09,15.6,51.01,0.25,6.91,271.19,39.4,Sereno
2022-10-10,19.2,57.96,8.91,1.67,255.08,28.94,Forte pioggia
2022-10-11,14.54,84.43,0.1,8.36,160.05,37.99,Ventoso
2022-10-12,19.56,79.92,6.27,4.61,126.63,37.13,Possibile pioggia
2022-10-13,16.26,75.41,1.75,9.72,206.57,15.56,Ventoso
2022-10-14,13.8,76.1,9.85,6.84,50.66,20.38,Forte pioggia
2022-10-15,11.87,83.54,8.58,3.39,294.65,18.81,Forte pioggia
2022-10-16,10.12,70.96,1.38,6.46,228.22,32.53,Sereno
2022-10-17,18.56,54.46,6.54,8.23,297.14,23.35,Ventoso
2022-10-18,14.2,62.16,1.53,4.3,287.31,23.14,Sereno
2022-10-19,10.67,55.5,8.7,7.26,105.43,14.93,Forte pioggia
2022-10-20,14.43,83.95,9.59,5.85,57.91,23.63,Forte pioggia
2022-10-21,12.97,56.25,8.87,4.36,228.99,45.84,Forte pioggia
2022-10-22,15.41,67.05,2.2,3.08,278.44,43.54,Sereno
2022-10-23,11.81,87.75,2.6,3.89,64.14,33.75,Sereno
2022-10-24,15.09,74.69,9.74,4.88,197.27,22.29,Forte pioggia
2022-10-25,19.15,81.1,0.53,6.79,160.46,33.37,Sereno
2022-10-26,18.44,73.45,3.93,5.62,115.0,27.12,Possibile pioggia
2022-10-27,15.8,77.02,3.9,8.77,184.61,17.99,Ventoso
2022-10-28,10.3,70.32,7.11,0.56,206.87,28.34,Possibile pioggia
2022-10-29,18.1,86.15,7.91,3.25,197.82,47.52,Possibile pioggia
2022-10-30,18.33,53.78,1.18,3.91,191.81,28.28,Sereno
2022-10-31,14.46,81.83,3.97,8.13,125.43,32.85,Ventoso
2022-11-01,11.53,82.24,5.18,3.78,154.3,32.43,Possibile pioggia
2022-11-02,11.98,52.76,4.52,8.79,162.43,36.72,Ventoso
2022-11-03,10.65,69.84,0.31,6.94,292.77,37.12,Sereno
2022-11-04,17.66,63.57,4.71,4.27,52.99,30.86,Possibile pioggia
2022-11-05,19.89,88.85,5.49,6.39,200.77,32.37,Possibile pioggia
2022-11-06,10.87,65.3,6.09,9.44,212.91,13.84,Ventoso
2022-11-07,17.77,82.71,4.5,4.9,90.53,10.09,Possibile pioggia
2022-11-08,11.22,75.32,9.58,0.94,176.54,47.11,Forte pioggia
2022-11-09,17.16,69.28,6.4,5.24,142.26,34.88,Possibile pioggia
2022-11-10,14.76,51.03,8.66,3.56,73.43,45.57,Forte pioggia
2022-11-11,12.91,86.4,3.64,8.73,231.28,28.23,Ventoso
2022-11-12,13.76,77.12,0.6,3.59,84.3,20.34,Sereno
2022-11-13,10.34,50.21,9.82,1.04,275.04,34.25,Forte pioggia
2022-11-14,18.81,56.7,8.21,7.99,283.23,26.15,Forte pioggia
2022-11-15,15.45,66.81,0.45,3.38,93.11,31.88,Sereno
2022-11-16,10.76,71.35,1.08,3.84,50.04,27.3,Sereno
2022-11-17,19.89,88.01,1.21,0.84,186.5,31.43,Sereno
2022-11-18,11.64,79.33,7.14,8.71,185.37,21.15,Ventoso
2022-11-19,16.65,53.37,2.34,3.59,299.26,47.05,Sereno
2022-11-20,12.08,78.34,1.3,4.75,158.43,38.89,Sereno
2022-11-21,15.01,67.17,9.97,1.9,213.17,12.25,Forte pioggia
2022-11-22,17.35,76.8,5.63,8.68,272.94,40.37,Ventoso
2022-11-23,12.84,52.59,0.95,2.79,210.1,48.42,Sereno
2022-11-24,11.02,56.34,6.32,5.98,103.71,45.95,Possibile pioggia
2022-11-25,14.85,88.71,3.83,9.57,226.43,14.24,Ventoso
2022-11-26,19.15,83.11,3.62,2.86,112.91,36.1,Possibile pioggia
2022-11-27,19.79,58.01,0.82,4.2,198.28,36.08,Sereno
2022-11-28,12.68,51.41,9.87,8.26,174.17,14.99,Forte pioggia
2022-11-29,12.53,76.69,6.22,7.75,73.4,28.35,Possibile pioggia
2022-11-30,15.79,71.47,6.25,6.21,283.66,23.29,Possibile pioggia
2022-12-01,6.21,81.24,5.39,2.12,118.12,20.93,Possibile pioggia
2022-12-02,5.31,70.24,0.56,4.75,240.82,23.97,Sereno
2022-12-03,7.63,73.38,7.73,6.53,267.3,19.72,Possibile pioggia
2022-12-04,9.02,66.85,8.49,6.15,197.08,31.33,Forte pioggia
2022-12-05,7.64,75.22,0.23,8.6,155.68,12.12,Ventoso
2022-12-06,12.01,86.26,2.98,4.71,149.91,29.55,Sereno
2022-12-07,12.36,89.2,3.04,5.67,233.89,37.19,Possibile pioggia
2022-12-08,11.53,88.72,1.41,8.31,187.96,11.22,Ventoso
2022-12-09,6.4,67.64,5.35,2.5,163.06,10.9,Possibile pioggia
2022-12-10,12.65,71.82,1.69,6.33,138.31,27.37,Sereno
2022-12-11,8.11,57.73,7.74,1.55,112.61,23.55,Possibile pioggia
2022-12-12,6.7,80.67,6.4,2.56,177.34,44.19,Possibile pioggia
2022-12-13,14.52,84.22,8.33,5.89,275.98,39.04,Forte pioggia
2022-12-14,7.65,89.95,1.34,5.72,106.3,38.57,Sereno
2022-12-15,10.33,58.12,3.21,1.95,284.86,22.98,Possibile pioggia
2022-12-16,6.01,63.32,4.2,9.76,266.53,26.76,Ventoso
2022-12-17,5.97,60.39,1.38,8.94,271.9,11.21,Ventoso
2022-12-18,14.31,61.62,6.6,6.38,80.74,16.18,Possibile pioggia
2022-12-19,14.76,82.58,3.28,3.55,223.65,22.46,Possibile pioggia
2022-12-20,7.37,67.97,3.68,9.16,156.76,18.45,Ventoso
2022-12-21,11.31,88.73,9.95,7.32,50.73,38.49,Forte pioggia
2022-12-22,5.26,61.2,7.0,3.87,285.2,14.43,Possibile pioggia
2022-12-23,9.19,63.1,5.5,4.69,191.28,29.17,Possibile pioggia
2022-12-24,7.41,77.6,7.9,3.87,145.95,13.66,Possibile pioggia
2022-12-25,8.05,87.31,3.51,8.75,164.94,37.25,Ventoso
2022-12-26,8.65,68.5,5.26,5.39,128.42,11.27,Possibile pioggia
2022-12-27,9.04,88.92,1.98,5.11,201.97,11.33,Sereno
2022-12-28,11.68,50.67,2.01,9.05,136.17,20.33,Ventoso
2022-12-29,7.09,56.34,3.9,4.63,203.59,10.95,Possibile pioggia
2022-12-30,5.02,58.11,2.01,8.74,184.22,31.65,Ventoso
2022-12-31,9.66,73.3,6.65,0.54,200.88,23.15,Possibile pioggia
2023-01-01,5.4,84.39,9.21,1.84,71.45,30.57,Forte pioggia
2023-01-02,10.4,66.62,3.17,1.02,164.81,49.52,Possibile pioggia
2023-01-03,12.03,85.84,5.0,7.72,174.33,18.3,Possibile pioggia
2023-01-04,9.32,85.76,3.48,7.45,204.64,42.91,Possibile pioggia
2023-01-05,6.81,78.96,4.78,3.12,163.42,34.14,Possibile pioggia
2023-01-06,7.8,74.74,5.59,7.72,115.28,36.67,Possibile pioggia
2023-01-07,12.03,50.61,4.94,4.45,297.7,14.59,Possibile pioggia
2023-01-08,10.04,69.47,7.22,2.85,240.68,48.03,Possibile pioggia
2023-01-09,8.14,88.59,3.64,6.37,152.29,31.36,Possibile pioggia
2023-01-10,9.5,60.6,6.42,3.26,115.63,39.17,Possibile pioggia
2023-01-11,14.59,73.19,3.46,5.46,163.82,40.59,Possibile pioggia
2023-01-12,6.71,66.56,1.57,7.81,154.52,46.9,Sereno
2023-01-13,14.89,57.05,1.0,3.28,164.95,26.52,Sereno
2023-01-14,8.48,52.23,4.9,4.73,84.56,19.44,Possibile pioggia
2023-01-15,13.52,75.2,3.76,6.89,189.47,24.73,Possibile pioggia
2023-01-16,14.51,60.79,0.9,8.74,298.68,14.75,Ventoso
2023-01-17,14.28,86.25,2.42,4.68,211.89,39.6,Sereno
2023-01-18,8.59,58.85,8.65,4.8,52.03,47.87,Forte pioggia
2023-01-19,5.02,63.83,3.41,1.71,289.8,31.59,Possibile pioggia
2023-01-20,5.38,60.22,4.17,8.47,184.77,29.33,Ventoso
2023-01-21,10.28,50.74,7.68,3.49,253.65,33.72,Possibile pioggia
2023-01-22,10.45,73.68,1.3,5.36,157.48,37.54,Sereno
2023-01-23,13.5,75.7,8.74,9.17,242.37,26.84,Forte pioggia
2023-01-24,5.93,64.85,3.75,3.03,241.7,10.18,Possibile pioggia
2023-01-25,10.58,59.77,8.24,6.23,264.59,14.58,Forte pioggia
2023-01-26,10.3,87.99,6.49,7.01,69.11,34.42,Possibile pioggia
2023-01-27,14.74,73.71,1.49,9.0,170.58,15.61,Ventoso
2023-01-28,9.37,67.63,9.83,6.47,253.95,28.64,Forte pioggia
2023-01-29,10.98,62.25,9.0,8.44,113.28,12.66,Forte pioggia
2023-01-30,14.69,53.93,7.54,6.43,284.69,16.88,Possibile pioggia
2023-01-31,5.76,51.68,0.09,3.76,83.98,40.13,Sereno
2023-02-01,5.33,65.62,1.15,2.85,155.05,41.19,Sereno
2023-02-02,14.41,57.54,8.03,1.6,108.63,19.44,Forte pioggia
2023-02-03,14.34,86.39,7.7,7.81,293.22,18.79,Possibile pioggia
2023-02-04,11.9,80.76,2.15,5.51,101.61,20.67,Sereno
2023-02-05,13.13,76.93,7.3,6.38,233.47,23.74,Possibile pioggia
2023-02-06,9.16,77.06,5.31,7.06,91.76,26.47,Possibile pioggia
2023-02-07,5.41,84.78,4.99,2.12,221.69,10.41,Possibile pioggia
2023-02-08,7.08,56.41,3.75,5.75,240.42,17.56,Possibile pioggia
2023-02-09,13.65,66.67,3.64,3.78,183.24,49.77,Possibile pioggia
2023-02-10,13.26,64.28,2.06,9.28,80.12,34.14,Ventoso
2023-02-11,10.26,69.38,5.74,5.82,87.39,40.83,Possibile pioggia
2023-02-12,8.49,53.53,4.12,8.04,84.05,30.47,Ventoso
2023-02-13,12.87,78.39,0.89,2.03,54.76,17.84,Sereno
2023-02-14,8.46,78.63,4.07,9.33,297.34,26.58,Ventoso
2023-02-15,12.34,68.64,3.93,8.39,286.56,46.12,Ventoso
2023-02-16,9.47,76.03,3.02,3.44,77.94,39.66,Possibile pioggia
2023-02-17,5.86,82.94,0.42,3.49,208.29,21.66,Sereno
2023-02-18,11.67,75.63,4.68,5.87,159.06,25.37,Possibile pioggia
2023-02-19,5.71,63.49,4.27,0.65,226.72,26.91,Possibile pioggia
2023-02-20,13.24,63.27,9.93,6.3,103.21,32.69,Forte pioggia
2023-02-21,11.27,51.23,4.81,8.8,246.45,20.37,Ventoso
2023-02-22,9.46,69.85,8.35,8.55,146.23,14.56,Forte pioggia
2023-02-23,6.64,83.79,6.15,8.98,190.38,11.15,Ventoso
2023-02-24,13.18,71.43,6.69,2.0,175.62,28.06,Possibile pioggia
2023-02-25,10.61,78.11,5.59,9.1,194.68,15.54,Ventoso
2023-02-26,13.15,54.8,1.57,9.22,108.65,21.84,Ventoso
2023-02-27,11.88,51.28,0.53,3.23,115.85,14.23,Sereno
2023-02-28,9.04,80.81,2.23,8.49,268.49,36.23,Ventoso
2023-03-01,24.08,64.66,8.46,7.28,139.94,38.5,Forte pioggia
2023-03-02,17.53,50.95,3.32,8.99,271.75,30.54,Ventoso
2023-03-03,12.83,52.28,9.06,4.47,118.06,23.02,Forte pioggia
2023-03-04,23.09,52.73,9.69,3.38,173.11,20.01,Forte pioggia
2023-03-05,11.38,85.77,0.11,9.07,225.29,29.83,Ventoso
2023-03-06,13.11,69.76,7.06,8.66,245.87,13.43,Ventoso
2023-03-07,20.16,73.63,9.62,8.56,169.42,36.36,Forte pioggia
2023-03-08,18.98,69.79,6.2,4.69,282.87,35.1,Possibile pioggia
2023-03-09,23.51,86.07,5.91,0.78,205.95,48.71,Possibile pioggia
2023-03-10,16.41,87.13,4.02,7.68,276.88,38.13,Possibile pioggia
2023-03-11,17.3,80.73,7.31,7.09,249.54,35.77,Possibile pioggia
2023-03-12,17.74,84.89,3.17,0.83,297.44,13.3,Possibile pioggia
2023-03-13,11.91,69.33,9.29,5.83,278.57,43.13,Forte pioggia
2023-03-14,14.24,73.55,3.13,5.6,258.53,31.99,Possibile pioggia
2023-03-15,22.33,64.38,9.73,6.08,112.35,22.28,Forte pioggia
2023-03-16,20.66,61.47,0.41,7.3,67.8,39.04,Sereno
2023-03-17,18.51,60.76,8.12,2.24,69.88,33.49,Forte pioggia
2023-03-18,10.91,74.73,9.62,1.87,191.83,36.86,Forte pioggia
2023-03-19,11.25,76.25,0.03,6.82,280.74,42.28,Sereno
2023-03-20,13.03,56.79,0.19,3.43,106.08,49.12,Sereno
2023-03-21,11.51,66.37,0.29,1.18,294.34,44.16,Sereno
2023-03-22,20.46,50.1,3.95,1.53,229.55,30.7,Possibile pioggia
2023-03-23,21.85,57.45,4.69,7.58,120.9,29.6,Possibile pioggia
2023-03-24,14.96,84.7,8.17,5.75,63.47,19.89,Forte pioggia
2023-03-25,15.08,63.05,1.46,0.83,82.02,23.19,Sereno
2023-03-26,20.52,84.07,1.46,7.9,94.54,37.65,Sereno
2023-03-27,10.69,88.01,3.37,1.56,276.11,20.5,Possibile pioggia
2023-03-28,14.09,81.85,4.23,9.46,171.01,33.88,Ventoso
2023-03-29,14.85,62.36,10.0,2.89,57.74,46.69,Forte pioggia
2023-03-30,10.23,54.27,9.34,8.28,274.38,36.43,Forte pioggia
2023-03-31,20.54,52.3,2.17,6.88,65.58,17.55,Sereno
2023-04-01,19.33,83.23,0.99,1.51,149.0,6.41,Sereno
2023-04-02,20.57,84.66,1.8,4.11,60.53,14.14,Sereno
2023-04-03,23.58,58.21,0.87,9.45,278.1,5.49,Ventoso
2023-04-04,18.88,84.73,1.44,8.63,90.88,7.7,Ventoso
2023-04-05,10.18,51.25,0.36,1.95,82.07,14.15,Sereno
2023-04-06,19.65,57.6,1.24,4.14,264.39,13.07,Sereno
2023-04-07,10.05,50.98,1.57,5.63,104.67,7.51,Sereno
2023-04-08,23.74,51.43,1.68,1.04,213.52,15.63,Sereno
2023-04-09,21.88,63.59,0.3,3.6,62.43,17.07,Sereno
2023-04-10,20.11,78.44,0.38,3.91,149.99,16.57,Sereno
2023-04-11,20.11,67.83,0.68,2.99,193.58,13.99,Sereno
2023-04-12,22.73,73.29,0.45,6.99,152.68,9.29,Sereno
2023-04-13,14.84,85.69,0.41,1.31,287.4,11.66,Sereno
2023-04-14,18.6,77.86,1.28,3.92,128.53,18.27,Sereno
2023-04-15,17.97,86.18,0.59,8.51,220.03,5.64,Ventoso
2023-04-16,22.61,52.99,0.95,9.74,88.99,19.85,Ventoso
2023-04-17,11.18,57.66,0.78,9.49,264.16,8.8,Ventoso
2023-04-18,16.27,89.78,1.4,5.39,81.72,19.37,Sereno
2023-04-19,16.62,59.87,0.98,9.19,76.28,15.91,Ventoso
2023-04-20,19.07,58.85,1.14,9.57,149.09,9.17,Ventoso
2023-04-21,10.02,52.33,1.4,6.24,264.83,7.19,Sereno
2023-04-22,12.75,59.4,1.23,4.73,104.19,8.07,Sereno
2023-04-23,20.08,81.87,1.01,4.76,236.24,16.51,Sereno
2023-04-24,24.3,63.83,0.8,4.99,58.67,18.64,Sereno
2023-04-25,13.61,88.31,1.32,6.22,87.29,18.08,Sereno
2023-04-26,15.44,56.58,0.59,1.78,59.43,5.84,Sereno
2023-04-27,16.88,54.51,0.67,2.65,228.04,12.52,Sereno
2023-04-28,12.94,73.87,0.03,9.65,115.56,16.47,Ventoso
2023-04-29,14.76,78.39,1.66,0.83,174.65,15.45,Sereno
2023-04-30,11.03,64.62,0.87,5.25,172.53,18.8,Sereno
2023-05-01,12.92,74.3,0.11,8.06,355.88,10.54,Ventoso
2023-05-02,24.51,59.79,1.97,6.32,546.24,11.66,Sereno
2023-05-03,19.15,77.13,1.61,8.52,497.01,10.23,Ventoso
2023-05-04,12.75,56.15,0.14,5.37,212.86,10.27,Sereno
2023-05-05,13.09,75.09,0.23,4.57,294.25,17.83,Sereno
2023-05-06,23.64,70.93,1.04,1.96,525.49,6.56,Sereno
2023-05-07,24.15,60.0,0.66,8.18,501.03,17.23,Ventoso
2023-05-08,18.23,84.88,0.86,4.32,751.87,10.12,Sereno
2023-05-09,23.46,55.77,1.0,3.69,273.23,10.57,Sereno
2023-05-10,14.11,80.23,0.74,7.93,170.85,17.3,Sereno
2023-05-11,15.44,63.99,0.84,7.13,186.52,5.22,Sereno
2023-05-12,18.59,80.86,1.56,3.62,302.48,6.34,Sereno
2023-05-13,13.24,80.35,1.7,1.36,630.84,7.47,Sereno
2023-05-14,22.63,57.98,1.53,9.85,411.45,13.54,Ventoso
2023-05-15,24.79,84.27,0.17,3.4,635.14,16.61,Sereno
2023-05-16,20.69,78.77,1.87,5.05,506.53,12.61,Sereno
2023-05-17,11.4,81.8,0.37,7.77,232.88,5.12,Sereno
2023-05-18,19.59,51.58,1.1,9.92,232.57,19.21,Ventoso
2023-05-19,17.91,52.23,0.18,8.68,745.48,7.02,Ventoso
2023-05-20,19.22,61.93,0.23,1.55,702.67,11.39,Sereno
2023-05-21,17.63,88.91,1.96,8.95,250.95,5.84,Ventoso
2023-05-22,13.53,54.34,0.6,8.61,726.86,11.84,Ventoso
2023-05-23,19.98,82.81,0.98,1.01,163.88,8.17,Sereno
2023-05-24,22.56,63.02,1.91,4.68,737.0,15.85,Sereno
2023-05-25,17.14,67.35,1.85,5.0,107.47,5.55,Sereno
2023-05-26,18.08,64.48,0.75,5.91,161.17,13.69,Sereno
2023-05-27,21.17,50.56,1.45,2.02,382.09,11.97,Sereno
2023-05-28,13.65,83.12,0.97,1.52,445.81,12.45,Sereno
2023-05-29,23.6,69.56,1.03,5.34,582.5,14.47,Sereno
2023-05-30,13.71,82.35,1.84,5.52,773.48,12.12,Sereno
2023-05-31,12.4,50.05,0.95,2.3,700.14,14.68,Sereno
2023-06-01,31.62,87.69,0.75,5.87,125.71,6.65,Soleggiato e caldo
2023-06-02,34.66,52.05,0.98,3.68,240.59,8.96,Soleggiato e caldo
2023-06-03,29.62,77.99,0.15,6.26,606.86,16.33,Soleggiato e caldo
2023-06-04,25.27,71.52,0.98,3.82,641.2,19.17,Sereno
2023-06-05,31.8,79.34,0.36,9.08,680.1,8.65,Soleggiato e caldo
2023-06-06,26.69,67.19,1.59,6.02,408.96,18.9,Sereno
2023-06-07,32.36,67.96,1.89,3.73,493.76,15.1,Soleggiato e caldo
2023-06-08,29.85,69.98,0.91,8.28,199.46,10.24,Soleggiato e caldo
2023-06-09,27.78,57.11,0.83,9.76,488.46,11.11,Ventoso
2023-06-10,28.1,64.0,0.71,3.62,365.53,16.3,Soleggiato e caldo
2023-06-11,33.75,65.69,0.53,9.92,279.72,10.55,Soleggiato e caldo
2023-06-12,25.96,89.56,0.94,6.8,431.22,18.73,Sereno
2023-06-13,28.12,86.6,1.11,7.58,645.24,10.4,Soleggiato e caldo
2023-06-14,31.0,88.49,1.08,4.61,469.84,6.84,Soleggiato e caldo
2023-06-15,27.0,73.93,1.59,9.56,487.69,6.13,Ventoso
2023-06-16,30.84,70.5,1.24,4.01,563.11,19.38,Soleggiato e caldo
2023-06-17,31.88,53.21,1.59,9.24,155.74,11.06,Soleggiato e caldo
2023-06-18,29.86,70.27,1.39,8.67,585.39,6.97,Soleggiato e caldo
2023-06-19,29.58,58.26,0.64,8.49,593.21,19.1,Soleggiato e caldo
2023-06-20,26.69,63.17,0.67,4.45,326.45,14.13,Sereno
2023-06-21,28.46,67.88,1.27,1.18,710.2,13.01,Soleggiato e caldo
2023-06-22,29.28,57.63,1.48,7.69,648.92,19.08,Soleggiato e caldo
2023-06-23,27.4,51.97,1.82,2.68,293.25,8.73,Sereno
2023-06-24,30.78,82.02,1.58,1.64,713.96,17.02,Soleggiato e caldo
2023-06-25,33.64,71.79,1.57,2.44,471.23,17.8,Soleggiato e caldo
2023-06-26,25.34,88.43,0.03,3.43,341.94,5.46,Sereno
2023-06-27,25.35,76.54,1.83,3.02,547.84,11.59,Sereno
2023-06-28,33.16,59.66,1.33,7.14,135.09,13.38,Soleggiato e caldo
2023-06-29,27.57,74.78,1.55,4.72,654.04,18.63,Sereno
2023-06-30,34.35,82.15,0.57,2.4,295.09,5.49,Soleggiato e caldo
2023-07-01,34.19,57.87,0.28,4.47,283.5,5.21,Soleggiato e caldo
2023-07-02,25.62,64.13,1.69,9.4,563.5,12.64,Ventoso
2023-07-03,28.2,54.8,0.56,8.22,684.21,6.53,Soleggiato e caldo
2023-07-04,26.58,60.8,1.48,5.67,586.75,6.03,Sereno
2023-07-05,27.85,56.25,0.61,8.97,785.61,17.54,Ventoso
2023-07-06,34.6,62.92,0.69,9.32,775.76,16.21,Soleggiato e caldo
2023-07-07,26.95,78.55,0.55,6.68,461.85,11.54,Sereno
2023-07-08,31.14,68.14,0.48,0.94,593.13,5.7,Soleggiato e caldo
2023-07-09,28.17,74.89,1.32,4.78,276.8,8.29,Soleggiato e caldo
2023-07-10,32.39,83.8,0.5,6.26,268.12,19.4,Soleggiato e caldo
2023-07-11,28.46,71.15,1.98,5.7,546.1,19.24,Soleggiato e caldo
2023-07-12,30.25,77.83,1.3,0.98,610.4,14.01,Soleggiato e caldo
2023-07-13,34.81,80.67,1.89,1.44,351.01,7.99,Soleggiato e caldo
2023-07-14,30.55,76.77,0.95,2.15,615.4,13.7,Soleggiato e caldo
2023-07-15,32.18,61.19,1.57,6.78,774.68,18.54,Soleggiato e caldo
2023-07-16,29.72,79.92,1.77,7.65,136.01,15.73,Soleggiato e caldo
2023-07-17,33.7,51.0,1.68,7.28,345.55,6.69,Soleggiato e caldo
2023-07-18,26.44,69.93,1.68,7.12,731.65,13.57,Sereno
2023-07-19,30.58,54.41,0.61,7.01,105.69,5.07,Soleggiato e caldo
2023-07-20,33.85,52.81,0.33,2.03,679.37,12.24,Soleggiato e caldo
2023-07-21,33.82,54.91,1.88,9.68,256.46,5.37,Soleggiato e caldo
2023-07-22,26.27,58.62,1.21,3.72,268.99,17.55,Sereno
2023-07-23,29.67,83.76,0.82,6.28,799.07,19.78,Soleggiato e caldo
2023-07-24,28.81,83.88,0.32,9.72,541.53,17.11,Soleggiato e caldo
2023-07-25,25.17,87.09,1.42,1.14,562.57,17.36,Sereno
2023-07-26,25.56,75.98,1.41,7.03,186.81,16.96,Sereno
2023-07-27,27.81,58.84,1.92,9.8,354.51,5.29,Ventoso
2023-07-28,26.88,63.82,1.84,1.1,173.64,10.91,Sereno
2023-07-29,29.96,88.1,1.08,7.34,716.04,6.4,Soleggiato e caldo
2023-07-30,34.89,78.38,1.2,2.66,635.83,18.9,Soleggiato e caldo
2023-07-31,31.15,88.66,1.51,8.27,539.49,15.48,Soleggiato e caldo
2023-08-01,33.56,66.04,0.81,7.29,687.51,14.99,Soleggiato e caldo
2023-08-02,33.64,50.9,1.8,2.05,414.74,5.32,Soleggiato e caldo
2023-08-03,26.76,70.63,0.69,2.89,619.54,11.33,Sereno
2023-08-04,30.12,79.68,0.43,3.84,386.89,5.94,Soleggiato e caldo
2023-08-05,34.65,86.96,1.75,6.84,128.63,9.99,Soleggiato e caldo
2023-08-06,32.77,80.32,1.98,4.78,488.03,12.68,Soleggiato e caldo
2023-08-07,34.87,77.44,1.93,3.53,179.03,5.47,Soleggiato e caldo
2023-08-08,30.85,53.85,0.0,9.91,669.62,7.0,Soleggiato e caldo
2023-08-09,29.43,74.01,0.88,6.54,295.46,6.95,Soleggiato e caldo
2023-08-10,32.42,50.52,0.83,8.97,745.32,8.7,Soleggiato e caldo
2023-08-11,32.38,81.5,1.51,6.34,388.65,5.28,Soleggiato e caldo
2023-08-12,30.2,52.94,0.98,6.46,701.29,14.16,Soleggiato e caldo
2023-08-13,33.48,63.61,1.83,6.98,692.53,18.7,Soleggiato e caldo
2023-08-14,33.75,56.05,1.92,2.75,531.83,17.24,Soleggiato e caldo
2023-08-15,34.05,89.66,0.15,2.66,778.96,17.18,Soleggiato e caldo
2023-08-16,30.6,61.71,0.96,5.93,493.69,8.98,Soleggiato e caldo
2023-08-17,33.29,84.93,0.81,8.82,627.73,14.39,Soleggiato e caldo
2023-08-18,25.31,84.53,1.68,2.26,620.6,11.28,Sereno
2023-08-19,34.8,84.42,0.02,8.09,122.43,18.75,Soleggiato e caldo
2023-08-20,25.87,72.74,1.63,8.71,607.47,9.83,Ventoso
2023-08-21,30.85,53.11,0.41,5.66,173.03,16.68,Soleggiato e caldo
2023-08-22,31.82,76.55,0.79,6.34,223.73,16.32,Soleggiato e caldo
2023-08-23,33.9,71.3,0.16,4.31,145.26,9.54,Soleggiato e caldo
2023-08-24,31.72,66.49,0.5,8.88,387.8,7.95,Soleggiato e caldo
2023-08-25,29.21,60.19,1.07,5.6,155.81,17.26,Soleggiato e caldo
2023-08-26,31.43,82.5,1.29,2.18,296.03,11.28,Soleggiato e caldo
2023-08-27,32.77,89.86,1.32,8.56,427.01,17.43,Soleggiato e caldo
2023-08-28,30.27,55.85,0.53,6.85,406.65,12.01,Soleggiato e caldo
2023-08-29,26.24,83.67,1.12,4.5,399.56,15.05,Sereno
2023-08-30,31.58,54.65,1.45,4.59,408.66,18.88,Soleggiato e caldo
2023-08-31,26.53,87.06,1.9,7.53,134.68,8.31,Sereno
2023-09-01,15.53,52.69,0.36,0.89,249.22,14.1,Sereno
2023-09-02,11.93,59.41,1.45,7.71,662.78,12.81,Sereno
2023-09-03,15.51,72.91,1.6,7.53,476.64,18.16,Sereno
2023-09-04,15.4,87.87,1.37,1.28,389.2,5.27,Sereno
2023-09-05,15.57,52.63,0.92,6.86,594.65,13.18,Sereno
2023-09-06,17.0,85.59,0.54,3.13,734.67,5.48,Sereno
2023-09-07,10.8,88.29,1.48,9.4,561.64,8.72,Ventoso
2023-09-08,17.56,83.41,1.72,8.98,743.14,15.24,Ventoso
2023-09-09,12.25,89.58,0.33,6.42,292.21,16.85,Sereno
2023-09-10,11.83,73.28,0.71,9.58,773.12,15.69,Ventoso
2023-09-11,18.23,65.01,0.89,7.44,461.5,13.44,Sereno
